entry_id,source_entry_id,person_id,normalization input,normalized_name,name_order,name_type,title_key,parsed_title,parsed_first,parsed_last,parsed_postnominals,parsed_occupation,parsed_affiliation,parsed_location,parsed_notes,listed as,book,author,edition,year
Equiano-Interesting-3-0043,Equiano-Interesting-3-0043,Equiano-Interesting-3-0043,Mr. Thomas Bellamy,Mr. Thomas Bellamy,first-last,personal,,Mr.,Thomas,Bellamy,,,,,,Mr. Thomas Bellamy,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0044,Equiano-Interesting-3-0044,Equiano-Interesting-3-0044,Admiral George Belfour,Adm. George Balfour,first-last,personal,,Adm.,George,Balfour,,,,,,Admiral George Belfour,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0045,Equiano-Interesting-3-0045,Equiano-Interesting-3-0045,Mr. J. Benjafield,Mr. J. Benjafield,first-last,personal,,Mr.,J.,Benjafield,,,,,,Mr. J. Benjafield,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0046,Equiano-Interesting-3-0046,Equiano-Interesting-3-0046,Mr. William Bennett,Mr. William Bennett,first-last,personal,,Mr.,William,Bennett,,,,,,Mr. William Bennett,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0047,Equiano-Interesting-3-0047,Equiano-Interesting-3-0047,Mr. Bensley,Mr. Bensley,first-last,personal,,Mr.,,Bensley,,,,,,Mr. Bensley,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0048,Equiano-Interesting-3-0048,Equiano-Interesting-3-0048,Mr. Samuel Benson,Mr. Samuel Benson,first-last,personal,,Mr.,Samuel,Benson,,,,,,Mr. Samuel Benson,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0049,Equiano-Interesting-3-0049,Equiano-Interesting-3-0049,Mrs. Benton,Mrs. Benton,first-last,personal,,Mrs.,,Benton,,,,,,Mrs. Benton,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0050,Equiano-Interesting-3-0050,Equiano-Interesting-3-0050,The Reverend Mr. Bently,Rev. Mr. Bentley,first-last,personal,,Rev. Mr.,,Bentley,,,,,,The Reverend Mr. Bently,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0051,Equiano-Interesting-3-0051,Equiano-Interesting-3-0051,Mr. Thomas Bentley,Mr. Thomas Bentley,first-last,personal,,Mr.,Thomas,Bentley,,,,,,Mr. Thomas Bentley,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0052,Equiano-Interesting-3-0052,Equiano-Interesting-3-0052,Mr. J. P. Berthon,Mr. J. P. Berthon,first-last,personal,,Mr.,J. P.,Berthon,,,,,,Mr. J. P. Berthon,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0053,Equiano-Interesting-3-0053,Equiano-Interesting-3-0053,"Sir John Berney, Bart.",Sir John Berney Bart.,first-last,personal,,Sir,John,Berney,Bart,,,,,"Sir John Berney, Bart.",Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0054,Equiano-Interesting-3-0054,Equiano-Interesting-3-0054,"Alexander Blair, Esq.",Alexander Blair Esq.,first-last,bare,,,Alexander,Blair,Esq,,,,,"Alexander Blair, Esq.",Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0055,Equiano-Interesting-3-0055,Equiano-Interesting-3-0055,"James Bocock, Esq.",James Bocock Esq.,first-last,bare,,,James,Bocock,Esq,,,,,"James Bocock, Esq.",Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0056,Equiano-Interesting-3-0056,Equiano-Interesting-3-0056,Mrs. Bond,Mrs. Bond,first-last,personal,,Mrs.,,Bond,,,,,,Mrs. Bond,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0057,Equiano-Interesting-3-0057,Equiano-Interesting-3-0057,Miss Bond,Miss Bond,first-last,personal,,Miss,,Bond,,,,,,Miss Bond,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0058,Equiano-Interesting-3-0058,Equiano-Interesting-3-0058,Mrs. Borekhardt,Mrs. Borekhardt,first-last,personal,,Mrs.,,Borekhardt,,,,,,Mrs. Borekhardt,Interesting Narrative,"Equiano, Olaudah",3,1790
Equiano-Interesting-3-0059,Equiano-Interesting-3-0059,Equiano-Interesting-3-0059,Mrs. E. Boverie,Mrs. E. Boverie,first-last,personal,,Mrs.,E.,Boverie,,,,,,Mrs. E. Boverie,Interesting Narrative,"Equiano, Olaudah",3,1790
